"COU","Country","ALL_IN","All in average income tax rates at average wage","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BEL","Belgium","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2006","2006","PC","Percentage","0","Units",,,29.933839,,
"BEL","Belgium","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2007","2007","PC","Percentage","0","Units",,,29.924929,,
"BEL","Belgium","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2008","2008","PC","Percentage","0","Units",,,30.248005,,
"BEL","Belgium","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2009","2009","PC","Percentage","0","Units",,,30.153282,,
"BEL","Belgium","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2010","2010","PC","Percentage","0","Units",,,31.128871,,
"BEL","Belgium","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2011","2011","PC","Percentage","0","Units",,,31.268539,,
"BEL","Belgium","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2012","2012","PC","Percentage","0","Units",,,31.147407,,
"BEL","Belgium","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2013","2013","PC","Percentage","0","Units",,,30.696889,,
"BEL","Belgium","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2014","2014","PC","Percentage","0","Units",,,30.673474,,
"BEL","Belgium","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2015","2015","PC","Percentage","0","Units",,,30.353548,,
"BEL","Belgium","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2016","2016","PC","Percentage","0","Units",,,29.010345,,
"BEL","Belgium","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2017","2017","PC","Percentage","0","Units",,,28.898377,,
"BEL","Belgium","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2018","2018","PC","Percentage","0","Units",,,28.095536,,
"HUN","Hungary","ALL_IN_RATE_MAR_TWO_CH","Two children","2000","2000","PC","Percentage","0","Units",,,30.865591,,
"HUN","Hungary","ALL_IN_RATE_MAR_TWO_CH","Two children","2001","2001","PC","Percentage","0","Units",,,30.716428,,
"HUN","Hungary","ALL_IN_RATE_MAR_TWO_CH","Two children","2002","2002","PC","Percentage","0","Units",,,29.749126,,
"HUN","Hungary","ALL_IN_RATE_MAR_TWO_CH","Two children","2003","2003","PC","Percentage","0","Units",,,26.788036,,
"HUN","Hungary","ALL_IN_RATE_MAR_TWO_CH","Two children","2004","2004","PC","Percentage","0","Units",,,28.735636,,
"HUN","Hungary","ALL_IN_RATE_MAR_TWO_CH","Two children","2005","2005","PC","Percentage","0","Units",,,28.362286,,
"HUN","Hungary","ALL_IN_RATE_MAR_TWO_CH","Two children","2006","2006","PC","Percentage","0","Units",,,35.241965,,
"HUN","Hungary","ALL_IN_RATE_MAR_TWO_CH","Two children","2007","2007","PC","Percentage","0","Units",,,38.808261,,
"HUN","Hungary","ALL_IN_RATE_MAR_TWO_CH","Two children","2008","2008","PC","Percentage","0","Units",,,38.260678,,
"HUN","Hungary","ALL_IN_RATE_MAR_TWO_CH","Two children","2009","2009","PC","Percentage","0","Units",,,37.760218,,
"HUN","Hungary","ALL_IN_RATE_MAR_TWO_CH","Two children","2010","2010","PC","Percentage","0","Units",,,31.387504,,
"HUN","Hungary","ALL_IN_RATE_MAR_TWO_CH","Two children","2011","2011","PC","Percentage","0","Units",,,26.027579,,
"HUN","Hungary","ALL_IN_RATE_MAR_TWO_CH","Two children","2012","2012","PC","Percentage","0","Units",,,26.682563,,
"HUN","Hungary","ALL_IN_RATE_MAR_TWO_CH","Two children","2013","2013","PC","Percentage","0","Units",,,26.322115,,
"HUN","Hungary","ALL_IN_RATE_MAR_TWO_CH","Two children","2014","2014","PC","Percentage","0","Units",,,26.639817,,
"HUN","Hungary","ALL_IN_RATE_MAR_TWO_CH","Two children","2015","2015","PC","Percentage","0","Units",,,26.935417,,
"HUN","Hungary","ALL_IN_RATE_MAR_TWO_CH","Two children","2016","2016","PC","Percentage","0","Units",,,24.527146,,
"HUN","Hungary","ALL_IN_RATE_MAR_TWO_CH","Two children","2017","2017","PC","Percentage","0","Units",,,23.850098,,
"HUN","Hungary","ALL_IN_RATE_MAR_TWO_CH","Two children","2018","2018","PC","Percentage","0","Units",,,23.351086,,
"EST","Estonia","ALL_IN_RATE_SING_TWO_CH","Two children","2000","2000","PC","Percentage","0","Units",,,21.941463,,
"EST","Estonia","ALL_IN_RATE_SING_TWO_CH","Two children","2001","2001","PC","Percentage","0","Units",,,21.481993,,
"EST","Estonia","ALL_IN_RATE_SING_TWO_CH","Two children","2002","2002","PC","Percentage","0","Units",,,22.68821,,
"EST","Estonia","ALL_IN_RATE_SING_TWO_CH","Two children","2003","2003","PC","Percentage","0","Units",,,23.000293,,
"EST","Estonia","ALL_IN_RATE_SING_TWO_CH","Two children","2004","2004","PC","Percentage","0","Units",,,21.860916,,
"EST","Estonia","ALL_IN_RATE_SING_TWO_CH","Two children","2005","2005","PC","Percentage","0","Units",,,19.796496,,
"EST","Estonia","ALL_IN_RATE_SING_TWO_CH","Two children","2006","2006","PC","Percentage","0","Units",,,13.998115,,
"EST","Estonia","ALL_IN_RATE_SING_TWO_CH","Two children","2007","2007","PC","Percentage","0","Units",,,14.918186,,
"EST","Estonia","ALL_IN_RATE_SING_TWO_CH","Two children","2008","2008","PC","Percentage","0","Units",,,10.650842,,
"EST","Estonia","ALL_IN_RATE_SING_TWO_CH","Two children","2009","2009","PC","Percentage","0","Units",,,14.746651,,
"EST","Estonia","ALL_IN_RATE_SING_TWO_CH","Two children","2010","2010","PC","Percentage","0","Units",,,15.749664,,
"EST","Estonia","ALL_IN_RATE_SING_TWO_CH","Two children","2011","2011","PC","Percentage","0","Units",,,16.211997,,
"EST","Estonia","ALL_IN_RATE_SING_TWO_CH","Two children","2012","2012","PC","Percentage","0","Units",,,16.616597,,
"EST","Estonia","ALL_IN_RATE_SING_TWO_CH","Two children","2013","2013","PC","Percentage","0","Units",,,16.393776,,
"EST","Estonia","ALL_IN_RATE_SING_TWO_CH","Two children","2014","2014","PC","Percentage","0","Units",,,16.697678,,
"EST","Estonia","ALL_IN_RATE_SING_TWO_CH","Two children","2015","2015","PC","Percentage","0","Units",,,15.613346,,
"EST","Estonia","ALL_IN_RATE_SING_TWO_CH","Two children","2016","2016","PC","Percentage","0","Units",,,15.73874,,
"EST","Estonia","ALL_IN_RATE_SING_TWO_CH","Two children","2017","2017","PC","Percentage","0","Units",,,15.933031,,
"EST","Estonia","ALL_IN_RATE_SING_TWO_CH","Two children","2018","2018","PC","Percentage","0","Units",,,12.708251,,
"SVN","Slovenia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2000","2000","PC","Percentage","0","Units",,,31.778855,,
"SVN","Slovenia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2001","2001","PC","Percentage","0","Units",,,31.628586,,
"SVN","Slovenia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2002","2002","PC","Percentage","0","Units",,,31.489267,,
"SVN","Slovenia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2003","2003","PC","Percentage","0","Units",,,31.630203,,
"SVN","Slovenia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2004","2004","PC","Percentage","0","Units",,,31.81645,,
"SVN","Slovenia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2005","2005","PC","Percentage","0","Units",,,29.677736,,
"SVN","Slovenia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2006","2006","PC","Percentage","0","Units",,,29.965403,,
"SVN","Slovenia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2007","2007","PC","Percentage","0","Units",,,29.240567,,
"SVN","Slovenia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2008","2008","PC","Percentage","0","Units",,,29.345202,,
"SVN","Slovenia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2009","2009","PC","Percentage","0","Units",,,29.287257,,
"SVN","Slovenia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2010","2010","PC","Percentage","0","Units",,,29.636741,,
"SVN","Slovenia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2011","2011","PC","Percentage","0","Units",,,29.808526,,
"SVN","Slovenia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2012","2012","PC","Percentage","0","Units",,,29.577778,,
"SVN","Slovenia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2013","2013","PC","Percentage","0","Units",,,29.371642,,
"SVN","Slovenia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2014","2014","PC","Percentage","0","Units",,,29.582494,,
"SVN","Slovenia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2015","2015","PC","Percentage","0","Units",,,29.690347,,
"SVN","Slovenia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2016","2016","PC","Percentage","0","Units",,,29.870677,,
"SVN","Slovenia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2017","2017","PC","Percentage","0","Units",,,30.223372,,
"SVN","Slovenia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2018","2018","PC","Percentage","0","Units",,,30.769666,,
"CHE","Switzerland","ALL_IN_RATE_MAR_NO_CH","No child","2000","2000","PC","Percentage","0","Units",,,14.5548,,
"CHE","Switzerland","ALL_IN_RATE_MAR_NO_CH","No child","2001","2001","PC","Percentage","0","Units",,,14.618718,,
"CHE","Switzerland","ALL_IN_RATE_MAR_NO_CH","No child","2002","2002","PC","Percentage","0","Units",,,14.650895,,
"CHE","Switzerland","ALL_IN_RATE_MAR_NO_CH","No child","2003","2003","PC","Percentage","0","Units",,,14.359069,,
"CHE","Switzerland","ALL_IN_RATE_MAR_NO_CH","No child","2004","2004","PC","Percentage","0","Units",,,14.258863,,
"CHE","Switzerland","ALL_IN_RATE_MAR_NO_CH","No child","2005","2005","PC","Percentage","0","Units",,,14.247739,,
"CHE","Switzerland","ALL_IN_RATE_MAR_NO_CH","No child","2006","2006","PC","Percentage","0","Units",,,14.235489,,
"CHE","Switzerland","ALL_IN_RATE_MAR_NO_CH","No child","2007","2007","PC","Percentage","0","Units",,,14.44655,,
"CHE","Switzerland","ALL_IN_RATE_MAR_NO_CH","No child","2008","2008","PC","Percentage","0","Units",,,13.812613,,
"CHE","Switzerland","ALL_IN_RATE_MAR_NO_CH","No child","2009","2009","PC","Percentage","0","Units",,,13.869939,,
"CHE","Switzerland","ALL_IN_RATE_MAR_NO_CH","No child","2010","2010","PC","Percentage","0","Units",,,13.998241,,
"CHE","Switzerland","ALL_IN_RATE_MAR_NO_CH","No child","2011","2011","PC","Percentage","0","Units",,,14.136815,,
"CHE","Switzerland","ALL_IN_RATE_MAR_NO_CH","No child","2012","2012","PC","Percentage","0","Units",,,13.922698,,
"CHE","Switzerland","ALL_IN_RATE_MAR_NO_CH","No child","2013","2013","PC","Percentage","0","Units",,,14.000501,,
"CHE","Switzerland","ALL_IN_RATE_MAR_NO_CH","No child","2014","2014","PC","Percentage","0","Units",,,13.704158,,
"CHE","Switzerland","ALL_IN_RATE_MAR_NO_CH","No child","2015","2015","PC","Percentage","0","Units",,,13.684406,,
"CHE","Switzerland","ALL_IN_RATE_MAR_NO_CH","No child","2016","2016","PC","Percentage","0","Units",,,13.894695,,
"CHE","Switzerland","ALL_IN_RATE_MAR_NO_CH","No child","2017","2017","PC","Percentage","0","Units",,,13.918514,,
"CHE","Switzerland","ALL_IN_RATE_MAR_NO_CH","No child","2018","2018","PC","Percentage","0","Units",,,14.029517,,
"ISR","Israel","ALL_IN_RATE_SING_NO_CH","No child","2000","2000","PC","Percentage","0","Units",,,26.104847,,
"ISR","Israel","ALL_IN_RATE_SING_NO_CH","No child","2001","2001","PC","Percentage","0","Units",,,27.253278,,
"ISR","Israel","ALL_IN_RATE_SING_NO_CH","No child","2002","2002","PC","Percentage","0","Units",,,27.037876,,
"ISR","Israel","ALL_IN_RATE_SING_NO_CH","No child","2003","2003","PC","Percentage","0","Units",,,23.365123,,
"ISR","Israel","ALL_IN_RATE_SING_NO_CH","No child","2004","2004","PC","Percentage","0","Units",,,22.082209,,
"ISR","Israel","ALL_IN_RATE_SING_NO_CH","No child","2005","2005","PC","Percentage","0","Units",,,21.250566,,
"ISR","Israel","ALL_IN_RATE_SING_NO_CH","No child","2006","2006","PC","Percentage","0","Units",,,20.282361,,
"ISR","Israel","ALL_IN_RATE_SING_NO_CH","No child","2007","2007","PC","Percentage","0","Units",,,21.218045,,
"ISR","Israel","ALL_IN_RATE_SING_NO_CH","No child","2008","2008","PC","Percentage","0","Units",,,19.275519,,
"ISR","Israel","ALL_IN_RATE_SING_NO_CH","No child","2009","2009","PC","Percentage","0","Units",,,17.705085,,
"ISR","Israel","ALL_IN_RATE_SING_NO_CH","No child","2010","2010","PC","Percentage","0","Units",,,17.005922,,
"ISR","Israel","ALL_IN_RATE_SING_NO_CH","No child","2011","2011","PC","Percentage","0","Units",,,17.047701,,
"ISR","Israel","ALL_IN_RATE_SING_NO_CH","No child","2012","2012","PC","Percentage","0","Units",,,16.637013,,
"ISR","Israel","ALL_IN_RATE_SING_NO_CH","No child","2013","2013","PC","Percentage","0","Units",,,16.373951,,
"ISR","Israel","ALL_IN_RATE_SING_NO_CH","No child","2014","2014","PC","Percentage","0","Units",,,17.006546,,
"ISR","Israel","ALL_IN_RATE_SING_NO_CH","No child","2015","2015","PC","Percentage","0","Units",,,17.510821,,
"ISR","Israel","ALL_IN_RATE_SING_NO_CH","No child","2016","2016","PC","Percentage","0","Units",,,17.943344,,
"ISR","Israel","ALL_IN_RATE_SING_NO_CH","No child","2017","2017","PC","Percentage","0","Units",,,17.712397,,
"ISR","Israel","ALL_IN_RATE_SING_NO_CH","No child","2018","2018","PC","Percentage","0","Units",,,18.076267,,
"FIN","Finland","ALL_IN_RATE_MAR_NO_CH","No child","2000","2000","PC","Percentage","0","Units",,,33.880178,,
"FIN","Finland","ALL_IN_RATE_MAR_NO_CH","No child","2001","2001","PC","Percentage","0","Units",,,32.616036,,
"FIN","Finland","ALL_IN_RATE_MAR_NO_CH","No child","2002","2002","PC","Percentage","0","Units",,,32.073611,,
"FIN","Finland","ALL_IN_RATE_MAR_NO_CH","No child","2003","2003","PC","Percentage","0","Units",,,31.508187,,
"FIN","Finland","ALL_IN_RATE_MAR_NO_CH","No child","2004","2004","PC","Percentage","0","Units",,,30.837468,,
"FIN","Finland","ALL_IN_RATE_MAR_NO_CH","No child","2005","2005","PC","Percentage","0","Units",,,31.045475,,
"FIN","Finland","ALL_IN_RATE_MAR_NO_CH","No child","2006","2006","PC","Percentage","0","Units",,,30.587988,,
"FIN","Finland","ALL_IN_RATE_MAR_NO_CH","No child","2007","2007","PC","Percentage","0","Units",,,30.413241,,
"FIN","Finland","ALL_IN_RATE_MAR_NO_CH","No child","2008","2008","PC","Percentage","0","Units",,,30.359145,,
"FIN","Finland","ALL_IN_RATE_MAR_NO_CH","No child","2009","2009","PC","Percentage","0","Units",,,29.269925,,
"FIN","Finland","ALL_IN_RATE_MAR_NO_CH","No child","2010","2010","PC","Percentage","0","Units",,,29.423682,,
"FIN","Finland","ALL_IN_RATE_MAR_NO_CH","No child","2011","2011","PC","Percentage","0","Units",,,29.374247,,
"FIN","Finland","ALL_IN_RATE_MAR_NO_CH","No child","2012","2012","PC","Percentage","0","Units",,,29.37745,,
"FIN","Finland","ALL_IN_RATE_MAR_NO_CH","No child","2013","2013","PC","Percentage","0","Units",,,30.138411,,
"FIN","Finland","ALL_IN_RATE_MAR_NO_CH","No child","2014","2014","PC","Percentage","0","Units",,,30.588748,,
"FIN","Finland","ALL_IN_RATE_MAR_NO_CH","No child","2015","2015","PC","Percentage","0","Units",,,30.853544,,
"FIN","Finland","ALL_IN_RATE_MAR_NO_CH","No child","2016","2016","PC","Percentage","0","Units",,,30.780489,,
"FIN","Finland","ALL_IN_RATE_MAR_NO_CH","No child","2017","2017","PC","Percentage","0","Units",,,29.920392,,
"FIN","Finland","ALL_IN_RATE_MAR_NO_CH","No child","2018","2018","PC","Percentage","0","Units",,,29.961718,,
"NZL","New Zealand","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2000","2000","PC","Percentage","0","Units",,,13.5519,,
"NZL","New Zealand","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2001","2001","PC","Percentage","0","Units",,,13.42278,,
"NZL","New Zealand","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2002","2002","PC","Percentage","0","Units",,,14.669195,,
"NZL","New Zealand","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2003","2003","PC","Percentage","0","Units",,,15.647366,,
"NZL","New Zealand","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2004","2004","PC","Percentage","0","Units",,,17.003263,,
"NZL","New Zealand","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2005","2005","PC","Percentage","0","Units",,,12.847569,,
"NZL","New Zealand","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2006","2006","PC","Percentage","0","Units",,,0.511201,,
"NZL","New Zealand","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2007","2007","PC","Percentage","0","Units",,,0.752313,,
"NZL","New Zealand","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2008","2008","PC","Percentage","0","Units",,,0.708273,,
"NZL","New Zealand","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2009","2009","PC","Percentage","0","Units",,,-0.329389,,
"NZL","New Zealand","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2010","2010","PC","Percentage","0","Units",,,-0.853615,,
"NZL","New Zealand","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2011","2011","PC","Percentage","0","Units",,,-1.068732,,
"NZL","New Zealand","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2012","2012","PC","Percentage","0","Units",,,0.551114,,
"NZL","New Zealand","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2013","2013","PC","Percentage","0","Units",,,2.413965,,
"NZL","New Zealand","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2014","2014","PC","Percentage","0","Units",,,3.751462,,
"NZL","New Zealand","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2015","2015","PC","Percentage","0","Units",,,4.917127,,
"NZL","New Zealand","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2016","2016","PC","Percentage","0","Units",,,5.488343,,
"NZL","New Zealand","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2017","2017","PC","Percentage","0","Units",,,6.427394,,
"NZL","New Zealand","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2018","2018","PC","Percentage","0","Units",,,1.905235,,
"POL","Poland","ALL_IN_RATE_MAR_TWO_CH","Two children","2000","2000","PC","Percentage","0","Units",,,25.912712,,
"POL","Poland","ALL_IN_RATE_MAR_TWO_CH","Two children","2001","2001","PC","Percentage","0","Units",,,25.6724,,
"POL","Poland","ALL_IN_RATE_MAR_TWO_CH","Two children","2002","2002","PC","Percentage","0","Units",,,25.542625,,
"POL","Poland","ALL_IN_RATE_MAR_TWO_CH","Two children","2003","2003","PC","Percentage","0","Units",,,25.83826,,
"POL","Poland","ALL_IN_RATE_MAR_TWO_CH","Two children","2004","2004","PC","Percentage","0","Units",,,26.12117,,
"POL","Poland","ALL_IN_RATE_MAR_TWO_CH","Two children","2005","2005","PC","Percentage","0","Units",,,26.477259,,
"POL","Poland","ALL_IN_RATE_MAR_TWO_CH","Two children","2006","2006","PC","Percentage","0","Units",,,26.899428,,
"POL","Poland","ALL_IN_RATE_MAR_TWO_CH","Two children","2007","2007","PC","Percentage","0","Units",,,21.01086,,
"POL","Poland","ALL_IN_RATE_MAR_TWO_CH","Two children","2008","2008","PC","Percentage","0","Units",,,17.82586,,
"POL","Poland","ALL_IN_RATE_MAR_TWO_CH","Two children","2009","2009","PC","Percentage","0","Units",,,17.82586,,
"POL","Poland","ALL_IN_RATE_MAR_TWO_CH","Two children","2010","2010","PC","Percentage","0","Units",,,17.82586,,
"POL","Poland","ALL_IN_RATE_MAR_TWO_CH","Two children","2011","2011","PC","Percentage","0","Units",,,17.82586,,
"POL","Poland","ALL_IN_RATE_MAR_TWO_CH","Two children","2012","2012","PC","Percentage","0","Units",,,17.82586,,
"POL","Poland","ALL_IN_RATE_MAR_TWO_CH","Two children","2013","2013","PC","Percentage","0","Units",,,18.084155,,
"POL","Poland","ALL_IN_RATE_MAR_TWO_CH","Two children","2014","2014","PC","Percentage","0","Units",,,18.636033,,
"POL","Poland","ALL_IN_RATE_MAR_TWO_CH","Two children","2015","2015","PC","Percentage","0","Units",,,18.918678,,
"POL","Poland","ALL_IN_RATE_MAR_TWO_CH","Two children","2016","2016","PC","Percentage","0","Units",,,19.174059,,
"POL","Poland","ALL_IN_RATE_MAR_TWO_CH","Two children","2017","2017","PC","Percentage","0","Units",,,19.598759,,
"POL","Poland","ALL_IN_RATE_MAR_TWO_CH","Two children","2018","2018","PC","Percentage","0","Units",,,20.070961,,
"MEX","Mexico","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2000","2000","PC","Percentage","0","Units",,,2.482772,,
"MEX","Mexico","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2001","2001","PC","Percentage","0","Units",,,3.093333,,
"MEX","Mexico","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2002","2002","PC","Percentage","0","Units",,,4.299126,,
"MEX","Mexico","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2003","2003","PC","Percentage","0","Units",,,4.784688,,
"MEX","Mexico","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2004","2004","PC","Percentage","0","Units",,,5.275596,,
